"","name","month","value","measure","inflation","category"
"883","масло вершкове 82%",2021-11-01,54.2,"min",0,"молочна продукція та яйця"
"884","масло вершкове 73%",2021-11-01,169,"min",0,"молочна продукція та яйця"
"885","маргарин",2021-11-01,62.72,"min",0,"молочна продукція та яйця"
"886","яйця",2021-11-01,2.75,"min",-79,"молочна продукція та яйця"
"887","філе куряче",2021-11-01,54.38,"min",3,"м’ясо"
"888","свинина",2021-11-01,113.95,"min",21,"м’ясо"
"889","свинина гуляш",2021-11-01,105.95,"min",0,"м’ясо"
"890","яловичина фарш",2021-11-01,155.95,"min",0,"м’ясо"
"891","свинина ребра",2021-11-01,112.95,"min",5.6,"м’ясо"
"892","субпродукти яловичні",2021-11-01,26.95,"min",0,"м’ясо"
"893","вирізка свиняча",2021-11-01,170.95,"min",4.9,"м’ясо"
"894","свинина фарш",2021-11-01,103.95,"min",-0.95,"м’ясо"
"895","яловичина",2021-11-01,125.95,"min",0,"м’ясо"
"896","субпродукти свинячі",2021-11-01,33.95,"min",-8.1,"м’ясо"
"897","яловичина ребра",2021-11-01,136.95,"min",0,"м’ясо"
"898","сало",2021-11-01,65.87,"min",-39,"м’ясо"
"899","вирізка яловича",2021-11-01,425.95,"min",5.2,"м’ясо"
"900","риба червона",2021-11-01,299.9,"min",31,"риба та морепродукти"
"901","риба річна",2021-11-01,49,"min",-55,"риба та морепродукти"
"902","сосиски, сардельки вищого ґатунку",2021-11-01,98.5818181818182,"min",0,"ковбасні вироби"
"903","сосиски, сардельки першого ґатунку",2021-11-01,64.5,"min",10,"ковбасні вироби"
"904","ковбаси сирокопчені в/ґ",2021-11-01,268.333333333333,"min",2,"ковбасні вироби"
"905","ковбаси варені вищого ґатунку",2021-11-01,105,"min",-10,"ковбасні вироби"
"906","ковбаси варено-копчені в/ґ",2021-11-01,99.95,"min",-29,"ковбасні вироби"
"907","ковбаси варені першого ґатунку",2021-11-01,60.9195402298851,"min",2.3,"ковбасні вироби"
"908","вироби з м’яса делікатесні",2021-11-01,79.9,"min",-3.2,"ковбасні вироби"
"909","оселедці",2021-11-01,48.4,"min",-34,"риба та морепродукти"
"910","скумбрія копчена",2021-11-01,120.9,"min",-6.9,"риба та морепродукти"
"911","морепродукти",2021-11-01,9.9,"min",-17,"риба та морепродукти"
"912","ікра червона",2021-11-01,190.652173913043,"min",0,"риба та морепродукти"
"913","вино червоне сухе",2021-11-01,44.3,"min",0,"алкоголь"
"914","вино біле сухе",2021-11-01,49,"min",-3.9,"алкоголь"
"915","сіль",2021-11-01,5.05,"min",-16,"соуси та спеції"
"916","пиво",2021-11-01,17.2888888888889,"min",18,"алкоголь"
"917","мед",2021-11-01,65.45,"min",0,"солодощі"
"918","крупи гречані",2021-11-01,33,"min",0,"бакалея"
"919","рис",2021-11-01,20.3,"min",0,"бакалея"
"920","пластівці вівсяні",2021-11-01,19,"min",0,"бакалея"
"921","крупи манні",2021-11-01,16.65,"min",0,"бакалея"
"922","пшоно",2021-11-01,17.07,"min",0,"бакалея"
"923","квасоля",2021-11-01,83.65,"min",3.7,"бакалея"
"924","крупи ячні",2021-11-01,16,"min",0,"бакалея"
"925","макарони",2021-11-01,16,"min",0,"бакалея"
"926","борошно пшеничне",2021-11-01,13.7,"min",1.9,"бакалея"
"927","цукор",2021-11-01,25.8333333333333,"min",0,"бакалея"
"928","ром",2021-11-01,54,"min",0,"алкоголь"
"929","коньяк",2021-11-01,33,"min",0,"алкоголь"
"930","супи",2021-11-01,56.75,"min",0,"бакалея"
"931","віскі",2021-11-01,17.79,"min",-23,"алкоголь"
"932","шампанське",2021-11-01,68.6666666666667,"min",0,"алкоголь"
"933","горілка",2021-11-01,178.8,"min",0,"алкоголь"
"934","майонез",2021-11-01,41.2769230769231,"min",-0.3,"соуси та спеції"
"935","паста томатна",2021-11-01,44.5714285714286,"min",-6.5,"соуси та спеції"
"936","кетчуп томатний",2021-11-01,29.9666666666667,"min",0,"соуси та спеції"
"937","олія соняшникова",2021-11-01,50.4705882352941,"min",-3.8,"олія"
"938","олія оливкова",2021-11-01,171.8,"min",49,"олія"
"939","консерви рибні в олії",2021-11-01,130.833333333333,"min",-15,"риба та морепродукти"
"940","кукурудза консервована",2021-11-01,47.3809523809524,"min",0,"консервовані овочі і гриби"
"941","горошок консервований",2021-11-01,31.1764705882353,"min",0,"консервовані овочі і гриби"
"942","гриби консервовані",2021-11-01,98.5333333333333,"min",5.4,"консервовані овочі і гриби"
"943","карамель",2021-11-01,54.9,"min",0.64,"солодощі"
"944","зефір",2021-11-01,80.91,"min",0,"солодощі"
"945","цукерки шоколадні",2021-11-01,105,"min",-15,"солодощі"
"946","вафлі",2021-11-01,59.9,"min",-29,"солодощі"
"947","печиво здобне",2021-11-01,37.5,"min",26,"солодощі"
"948","печиво затяжне",2021-11-01,66,"min",0,"солодощі"
"949","сік апельсиновий",2021-11-01,24,"min",0,"безалкогольні напої"
"950","сік яблучний",2021-11-01,17.47,"min",0,"безалкогольні напої"
"951","кава мелена",2021-11-01,167.2,"min",0.8,"кава і чай"
"952","кава розчинна",2021-11-01,71.9,"min",-11,"кава і чай"
"953","чай у пакетиках",2021-11-01,278.933333333333,"min",0,"кава і чай"
"954","солодка вода",2021-11-01,4.75,"min",0,"безалкогольні напої"
"955","сигарети з фільтром медіум класу",2021-11-01,53,"min",-7,"сигарети"
"956","сигарети з фільтром преміум класу",2021-11-01,62.5,"min",0,"сигарети"
