"name","month","price","measure","category","inflation_dynamic","inflation"
"цукерки шоколадні","2018-10-01",145.594377550232,"govstat",NA,95.3,NA
"карамель","2018-10-01",63.0081008615162,"govstat",NA,97.8,NA
"зефір","2018-10-01",73.649408218742,"govstat",NA,94.4,NA
"морозиво","2018-10-01",16.4293501163828,"govstat",NA,91.9,NA
"кетчуп томатний","2018-10-01",19.3723168336137,"govstat",NA,92.3,NA
"майонез","2018-10-01",25.780586612566,"govstat",NA,94.9,NA
"сіль","2018-10-01",6.55523259242126,"govstat",NA,88,NA
"часник","2018-10-01",46.9470861385981,"govstat",NA,87,NA
"спеції","2018-10-01",7.18459359880132,"govstat",NA,98.5,NA
"супи","2018-10-01",17.8260113724276,"govstat",NA,94,NA
"молочні суміші для дитячого харчування","2018-10-01",71.5853820949313,"govstat",NA,94.1,NA
"кава мелена","2018-10-01",79.9727791798457,"govstat",NA,98.8,NA
"кава розчинна","2018-10-01",88.3592539168504,"govstat",NA,97.2,NA
"чай","2018-10-01",41.296802529423,"govstat",NA,93.8,NA
"вода столово-мінеральна","2018-10-01",7.26104294607246,"govstat",NA,92.1,NA
"вода питна","2018-10-01",4.17567019234642,"govstat",NA,92.4,NA
"напої безалкогольні","2018-10-01",11.8602332504442,"govstat",NA,93.5,NA
"соки фруктово-ягідні","2018-10-01",24.3848924154593,"govstat",NA,94.1,NA
"горілка","2018-10-01",90.1883576806441,"govstat",NA,97.6,NA
"горілка преміум класу","2018-10-01",142.540284518562,"govstat",NA,98,NA
"коньяк","2018-10-01",155.945750891211,"govstat",NA,97.8,NA
"вина столові вітчизняні","2018-10-01",64.582391054507,"govstat",NA,94.1,NA
"вина столові імпортні","2018-10-01",140.090851833148,"govstat",NA,98.6,NA
"вина ігристі","2018-10-01",100.693215614744,"govstat",NA,95.2,NA
"пиво вітчизняних марок","2018-10-01",15.6662972155646,"govstat",NA,88,NA
"пиво, виготовлене за ліцензією","2018-10-01",19.5416322791019,"govstat",NA,89,NA
"сигарети з фільтром вітчизняних марок","2018-10-01",28.7150978806524,"govstat",NA,82,NA
"сигарети з фільтром медіум класу","2018-10-01",33.8487816509713,"govstat",NA,82,NA
"сигарети з фільтром преміум класу","2018-10-01",38.7723596790298,"govstat",NA,83,NA
"сигарети без фільтру","2018-10-01",27.1845622289665,"govstat",NA,83,NA
"рис","2017-10-01",24.0285884215951,"govstat",NA,95.4,NA
"хліб пшеничний з борошна вищого ґатунку","2017-10-01",18.7967350706735,"govstat",NA,83,NA
"хліб пшеничний з борошна першого ґатунку","2017-10-01",14.7010901370423,"govstat",NA,83,NA
"хліб житній, житньо-пшеничний","2017-10-01",15.2119293185581,"govstat",NA,83,NA
"хліб заварний","2017-10-01",12.6211275240685,"govstat",NA,83,NA
"батон","2017-10-01",9.87888913139004,"govstat",NA,83,NA
"багет","2017-10-01",6.7362352002139,"govstat",NA,84,NA
"макаронні вироби з твердих сортів пшениці","2017-10-01",25.6948783151684,"govstat",NA,96.4,NA
"макаронні вироби з м’яких сортів пшениці","2017-10-01",15.7255877722381,"govstat",NA,86,NA
"пельмені ","2017-10-01",76.3880342688532,"govstat",NA,87,NA
"здобні вироби","2017-10-01",6.60049878827457,"govstat",NA,85,NA
"вафлі","2017-10-01",62.3350414700907,"govstat",NA,93.6,NA
"печиво здобне","2017-10-01",62.1276819364649,"govstat",NA,92.3,NA
"печиво сухе","2017-10-01",45.9083603569682,"govstat",NA,91.2,NA
"торти","2017-10-01",118.583869825924,"govstat",NA,86,NA
"борошно пшеничне","2017-10-01",9.24695694680952,"govstat",NA,83,NA
"крупи манні","2017-10-01",11.5648354839552,"govstat",NA,86,NA
"крупи гречані","2017-10-01",25.6714603628516,"govstat",NA,145,NA
"пластівці вівсяні","2017-10-01",20.8676281822144,"govstat",NA,87,NA
"крупи ячні","2017-10-01",8.76693327923681,"govstat",NA,78,NA
"пшоно","2017-10-01",11.250314759707,"govstat",NA,53,NA
"яловичина","2017-10-01",116.813081504834,"govstat",NA,88,NA
"вирізка яловича","2017-10-01",166.12127878028,"govstat",NA,89,NA
"натуральні напівфабрикати з яловичини","2017-10-01",122.758713904682,"govstat",NA,88,NA
"свинина","2017-10-01",113.781112394321,"govstat",NA,94.8,NA
"вирізка свиняча","2017-10-01",134.915407454317,"govstat",NA,93.5,NA
"натуральні напівфабрикати зі свинини","2017-10-01",121.415436133465,"govstat",NA,93.2,NA
"птиця (тушки курячі)","2017-10-01",55.500497481629,"govstat",NA,94,NA
"окремі порційні частини курячі","2017-10-01",54.8593816486278,"govstat",NA,97.8,NA
"філе куряче","2017-10-01",93.0775891446516,"govstat",NA,88,NA
"ковбаси варені вищого ґатунку","2017-10-01",122.462476110801,"govstat",NA,88,NA
"ковбаси варені першого ґатунку","2017-10-01",81.4866043096534,"govstat",NA,89,NA
"сосиски, сардельки вищого ґатунку","2017-10-01",117.372812766828,"govstat",NA,88,NA
"сосиски, сардельки першого ґатунку","2017-10-01",84.8216385622959,"govstat",NA,90,NA
"ковбаси варено-копчені","2017-10-01",146.055445563527,"govstat",NA,89,NA
"ковбаси сирокопчені","2017-10-01",245.277620635415,"govstat",NA,88,NA
"вироби з м’яса варено-копчені","2017-10-01",157.886233783971,"govstat",NA,88,NA
"вироби з м’яса делікатесні","2017-10-01",191.981711867836,"govstat",NA,87,NA
"субпродукти яловичі","2017-10-01",51.6992665460156,"govstat",NA,93.5,NA
"субпродукти свинячі","2017-10-01",31.4868259795825,"govstat",NA,95.2,NA
"субпродукти курячі","2017-10-01",54.6459469734216,"govstat",NA,91.7,NA
"фарш м’ясний","2017-10-01",83.2103236983056,"govstat",NA,90.3,NA
"фарш курячий","2017-10-01",82.0585699649535,"govstat",NA,90.5,NA
"вироби з м’яса кулінарні","2017-10-01",53.4731262239398,"govstat",NA,90.3,NA
"риба жива, охолоджена","2017-10-01",42.8735582008442,"govstat",NA,90,NA
"риба морожена","2017-10-01",69.3601072200678,"govstat",NA,91.4,NA
"філе мороженої риби","2017-10-01",86.7998255138993,"govstat",NA,91.2,NA
"морепродукти","2017-10-01",163.767808338518,"govstat",NA,94.4,NA
"кілька солона","2017-10-01",39.0870971654337,"govstat",NA,89,NA
"скумбрія копчена","2017-10-01",116.914770150495,"govstat",NA,86,NA
"оселедці","2017-10-01",59.0005157409261,"govstat",NA,100.3,NA
"консерви рибні в олії","2017-10-01",37.1113673192942,"govstat",NA,92.3,NA
"крабові палички","2017-10-01",30.6669884451541,"govstat",NA,91.7,NA
"молоко пастеризоване жирністю до 2,6% включно","2017-10-01",20.0217040926267,"govstat",NA,90,NA
"молоко з підвищеним вмістом жиру","2017-10-01",19.5061415958812,"govstat",NA,90.7,NA
"кефір","2017-10-01",21.8497481182522,"govstat",NA,89,NA
"йогурт","2017-10-01",16.2064625109113,"govstat",NA,89,NA
"сири тверді типу едам","2017-10-01",169.947003463736,"govstat",NA,90,NA
"сири тверді типу емменталь","2017-10-01",217.612204945057,"govstat",NA,90.8,NA
"сири розсольні","2017-10-01",144.389129793901,"govstat",NA,90.4,NA
"сири плавлені","2017-10-01",13.4023474048794,"govstat",NA,92.3,NA
"сири м’які нежирні","2017-10-01",89.3132131392028,"govstat",NA,89,NA
"сири м’які жирні","2017-10-01",86.1249205884774,"govstat",NA,90.5,NA
"сирки та сиркова маса","2017-10-01",10.9694898611248,"govstat",NA,90.6,NA
"сметана жирністю до 15% включно","2017-10-01",49.3906577476591,"govstat",NA,88,NA
"сметана з підвищеним вмістом жиру","2017-10-01",61.214149939625,"govstat",NA,88,NA
"масло вершкове","2017-10-01",34.5766818355721,"govstat",NA,90.2,NA
"спреди","2017-10-01",14.0820926233462,"govstat",NA,91,NA
"маргарин","2017-10-01",10.3802717475249,"govstat",NA,92.3,NA
"олія оливкова","2017-10-01",288.411384200308,"govstat",NA,92,NA
"олія соняшникова","2017-10-01",35.5625930919582,"govstat",NA,96.6,NA
"сало","2017-10-01",72.5292085406605,"govstat",NA,91.7,NA
"лимони","2017-10-01",41.514695372523,"govstat",NA,115,NA
"апельсини","2017-10-01",48.5715469247481,"govstat",NA,122,NA
"банани","2017-10-01",23.8995149114143,"govstat",NA,95.8,NA
"яблука","2017-10-01",19.1818577435039,"govstat",NA,153,NA
"виноград","2017-10-01",59.3089831863547,"govstat",NA,92.3,NA
"ківі","2017-10-01",60.7163310283129,"govstat",NA,106.7,NA
"сухофрукти","2017-10-01",114.271457624519,"govstat",NA,94.6,NA
"салати","2017-10-01",156.928792558176,"govstat",NA,104.1,NA
"капуста білокачанна","2017-10-01",5.07054257047034,"govstat",NA,69,NA
"огірки","2017-10-01",32.5855771690488,"govstat",NA,123,NA
"помідори","2017-10-01",27.8348016121054,"govstat",NA,96.8,NA
"кабачки","2017-10-01",7.17683087304472,"govstat",NA,102.8,NA
"баклажани","2017-10-01",12.8535521464811,"govstat",NA,115,NA
"перець солодкий","2017-10-01",127.877587961208,"govstat",NA,113,NA
"цибуля ріпчаста","2017-10-01",5.90702579333093,"govstat",NA,55,NA
"буряк","2017-10-01",5.52717670976748,"govstat",NA,72,NA
"морква","2017-10-01",7.16129683204996,"govstat",NA,61,NA
"гриби","2017-10-01",46.4332806096819,"govstat",NA,81,NA
"бобові","2017-10-01",12.8277396033309,"govstat",NA,102.9,NA
"овочі консервовані","2017-10-01",23.8083826664297,"govstat",NA,90.7,NA
"гриби консервовані","2017-10-01",49.6902651096006,"govstat",NA,93.3,NA
"паста томатна","2017-10-01",23.8186714515347,"govstat",NA,93.5,NA
"картопля","2017-10-01",6.31744007826599,"govstat",NA,95.9,NA
"цукор","2017-10-01",17.2810262885738,"govstat",NA,118,NA
"мед","2017-10-01",108.397762906378,"govstat",NA,93.1,NA
"шоколад","2017-10-01",24.7408232507315,"govstat",NA,96,NA
"цукерки шоколадні","2017-10-01",136.196798456718,"govstat",NA,93.5,NA
"карамель","2017-10-01",60.4104514492006,"govstat",NA,95.9,NA
"зефір","2017-10-01",69.6119170309471,"govstat",NA,94.5,NA
"морозиво","2017-10-01",14.5650266989209,"govstat",NA,89,NA
"кетчуп томатний","2017-10-01",17.8546698927315,"govstat",NA,92.2,NA
"майонез","2017-10-01",24.026641763808,"govstat",NA,93.2,NA
"сіль","2017-10-01",5.26947957590133,"govstat",NA,80,NA
"часник","2017-10-01",66.5916115441107,"govstat",NA,142,NA
"спеції","2017-10-01",7.22796136700334,"govstat",NA,100.6,NA
"супи","2017-10-01",16.6132445222997,"govstat",NA,93.2,NA
"молочні суміші для дитячого харчування","2017-10-01",66.0381753643278,"govstat",NA,92.3,NA
"кава мелена","2017-10-01",77.4930030812458,"govstat",NA,96.9,NA
"кава розчинна","2017-10-01",84.8792064523059,"govstat",NA,96.1,NA
"чай","2017-10-01",40.2502948629854,"govstat",NA,97.5,NA
"вода столово-мінеральна","2017-10-01",6.5004860752663,"govstat",NA,90,NA
"вода питна","2017-10-01",3.79261597851628,"govstat",NA,90.8,NA
"напої безалкогольні","2017-10-01",10.7041816339749,"govstat",NA,90.3,NA
"соки фруктово-ягідні","2017-10-01",21.8111738957596,"govstat",NA,89,NA
"горілка","2017-10-01",80.9590284386392,"govstat",NA,90,NA
"горілка преміум класу","2017-10-01",133.215219176226,"govstat",NA,93.5,NA
"коньяк","2017-10-01",140.365212323322,"govstat",NA,90,NA
"вина столові вітчизняні","2017-10-01",60.5838565239278,"govstat",NA,93.8,NA
"вина столові імпортні","2017-10-01",129.833968334706,"govstat",NA,92.7,NA
"вина ігристі","2017-10-01",90.146119619287,"govstat",NA,90,NA
"пиво вітчизняних марок","2017-10-01",14.1520300050268,"govstat",NA,90.3,NA
"пиво, виготовлене за ліцензією","2017-10-01",17.7168017036282,"govstat",NA,90.7,NA
"сигарети з фільтром вітчизняних марок","2017-10-01",23.6727929766302,"govstat",NA,82,NA
"сигарети з фільтром медіум класу","2017-10-01",27.2096315522277,"govstat",NA,80,NA
"сигарети з фільтром преміум класу","2017-10-01",32.0432724620081,"govstat",NA,83,NA
"сигарети без фільтру","2017-10-01",22.5410963755941,"govstat",NA,83,NA
