"name","month","price","measure","category","inflation_dynamic","inflation"
"шоколад","2021-10-01",27.69,"govstat",NA,100,NA
"кетчуп томатний","2021-10-01",23.13,"govstat",NA,100,NA
"майонез","2021-10-01",38.97,"govstat",NA,100,NA
"спеції","2021-10-01",7.86,"govstat",NA,100,NA
"супи","2021-10-01",20.6,"govstat",NA,100,NA
"молочні суміші для дитячого харчування","2021-10-01",81.67,"govstat",NA,100,NA
"кава мелена","2021-10-01",84.24,"govstat",NA,100,NA
"кава розчинна","2021-10-01",93.29,"govstat",NA,100,NA
"чай","2021-10-01",46.65,"govstat",NA,100,NA
"вода питна","2021-10-01",4.76,"govstat",NA,100,NA
"горілка","2021-10-01",94.11,"govstat",NA,100,NA
"горілка преміум класу","2021-10-01",142.64,"govstat",NA,100,NA
"вина столові вітчизняні","2021-10-01",69.61,"govstat",NA,100,NA
"вина столові імпортні","2021-10-01",144.62,"govstat",NA,100,NA
"вина ігристі","2021-10-01",119.67,"govstat",NA,100,NA
"пиво вітчизняних марок","2021-10-01",18.94,"govstat",NA,100,NA
"рис","2021-09-01",27.65,"govstat",NA,99.18,NA
"хліб пшеничний з борошна вищого ґатунку","2021-09-01",30.84,"govstat",NA,97.7,NA
"хліб пшеничний з борошна першого ґатунку","2021-09-01",24.48,"govstat",NA,97.2,NA
"хліб житній, житньо-пшеничний","2021-09-01",25.33,"govstat",NA,97.2,NA
"хліб заварний","2021-09-01",20.71,"govstat",NA,97.7,NA
"батон","2021-09-01",16.68,"govstat",NA,97.5,NA
"багет","2021-09-01",11.59,"govstat",NA,98.3,NA
"макаронні вироби з твердих сортів пшениці","2021-09-01",29.27,"govstat",NA,99.29,NA
"макаронні вироби з м’яких сортів пшениці","2021-09-01",23.15,"govstat",NA,99.36,NA
"пельмені ","2021-09-01",105.27,"govstat",NA,98.7,NA
"здобні вироби","2021-09-01",10.39,"govstat",NA,98.4,NA
"вафлі","2021-09-01",86.41,"govstat",NA,98.3,NA
"печиво здобне","2021-09-01",87.01,"govstat",NA,97.8,NA
"печиво сухе","2021-09-01",66.85,"govstat",NA,97.3,NA
"торти","2021-09-01",175.76,"govstat",NA,97.9,NA
"борошно пшеничне","2021-09-01",14.38,"govstat",NA,99.31,NA
"крупи манні","2021-09-01",17.06,"govstat",NA,98.7,NA
"крупи гречані","2021-09-01",42.54,"govstat",NA,97.9,NA
"пластівці вівсяні","2021-09-01",30.02,"govstat",NA,101.5,NA
"крупи ячні","2021-09-01",14.96,"govstat",NA,99.34,NA
"пшоно","2021-09-01",17.25,"govstat",NA,98.7,NA
"яловичина","2021-09-01",172.04,"govstat",NA,98,NA
"вирізка яловича","2021-09-01",234.62,"govstat",NA,97.2,NA
"натуральні напівфабрикати з яловичини","2021-09-01",184.93,"govstat",NA,97.3,NA
"свинина","2021-09-01",124.45,"govstat",NA,99.9,NA
"вирізка свиняча","2021-09-01",151.6,"govstat",NA,99.03,NA
"натуральні напівфабрикати зі свинини","2021-09-01",138.13,"govstat",NA,99.57,NA
"птиця (тушки курячі)","2021-09-01",71.4,"govstat",NA,98.6,NA
"окремі порційні частини курячі","2021-09-01",73.22,"govstat",NA,98.9,NA
"філе куряче","2021-09-01",115.1,"govstat",NA,98,NA
"ковбаси варені вищого ґатунку","2021-09-01",169.18,"govstat",NA,98.4,NA
"ковбаси варені першого ґатунку","2021-09-01",112.96,"govstat",NA,97.8,NA
"сосиски, сардельки вищого ґатунку","2021-09-01",160.1,"govstat",NA,99.53,NA
"сосиски, сардельки першого ґатунку","2021-09-01",117.23,"govstat",NA,99.63,NA
"ковбаси варено-копчені","2021-09-01",202.12,"govstat",NA,98.9,NA
"ковбаси сирокопчені","2021-09-01",341.21,"govstat",NA,99,NA
"вироби з м’яса варено-копчені","2021-09-01",219.76,"govstat",NA,98.4,NA
"вироби з м’яса делікатесні","2021-09-01",265.25,"govstat",NA,99,NA
"субпродукти яловичі","2021-09-01",66.28,"govstat",NA,98.4,NA
"субпродукти свинячі","2021-09-01",39.85,"govstat",NA,99,NA
"субпродукти курячі","2021-09-01",73.46,"govstat",NA,99.31,NA
"фарш м’ясний","2021-09-01",107.24,"govstat",NA,97.7,NA
"фарш курячий","2021-09-01",106.46,"govstat",NA,98.1,NA
"вироби з м’яса кулінарні","2021-09-01",72.73,"govstat",NA,98.6,NA
"риба жива, охолоджена","2021-09-01",59.32,"govstat",NA,100.41,NA
"риба морожена","2021-09-01",85.78,"govstat",NA,99.46,NA
"філе мороженої риби","2021-09-01",107.28,"govstat",NA,97.2,NA
"морепродукти","2021-09-01",187.6,"govstat",NA,99.72,NA
"кілька солона","2021-09-01",54.06,"govstat",NA,99,NA
"скумбрія копчена","2021-09-01",167.26,"govstat",NA,98.1,NA
"оселедці","2021-09-01",72.29,"govstat",NA,99.35,NA
"консерви рибні в олії","2021-09-01",48.65,"govstat",NA,99.1,NA
"крабові палички","2021-09-01",42.2,"govstat",NA,99.76,NA
"молоко пастеризоване жирністю до 2,6% включно","2021-09-01",27.2,"govstat",NA,98.4,NA
"молоко з підвищеним вмістом жиру","2021-09-01",26.95,"govstat",NA,97.1,NA
"кефір","2021-09-01",29.69,"govstat",NA,98.8,NA
"йогурт","2021-09-01",20.97,"govstat",NA,97.2,NA
"сири тверді типу едам","2021-09-01",231.82,"govstat",NA,97.8,NA
"сири тверді типу емменталь","2021-09-01",272.71,"govstat",NA,98.3,NA
"сири розсольні","2021-09-01",195.23,"govstat",NA,99.61,NA
"сири плавлені","2021-09-01",16.79,"govstat",NA,98.9,NA
"сири м’які нежирні","2021-09-01",124.23,"govstat",NA,99.78,NA
"сири м’які жирні","2021-09-01",119.18,"govstat",NA,99.13,NA
"сирки та сиркова маса","2021-09-01",15.03,"govstat",NA,98.6,NA
"сметана жирністю до 15% включно","2021-09-01",71.67,"govstat",NA,98.2,NA
"сметана з підвищеним вмістом жиру","2021-09-01",89.34,"govstat",NA,97.9,NA
"яйця (десяток)","2021-09-01",29.98,"govstat",NA,98.9,NA
"масло вершкове","2021-09-01",48.28,"govstat",NA,98.3,NA
"спреди","2021-09-01",19.48,"govstat",NA,97.1,NA
"маргарин","2021-09-01",16.22,"govstat",NA,99.82,NA
"олія оливкова","2021-09-01",298.17,"govstat",NA,99.03,NA
"олія соняшникова","2021-09-01",63.71,"govstat",NA,101.6,NA
"сало","2021-09-01",86.58,"govstat",NA,95.9,NA
"лимони","2021-09-01",47.92,"govstat",NA,126,NA
"апельсини","2021-09-01",42.53,"govstat",NA,94.9,NA
"банани","2021-09-01",23.96,"govstat",NA,88,NA
"яблука","2021-09-01",17.67,"govstat",NA,119,NA
"кісточкові","2021-09-01",51.49,"govstat",NA,100,NA
"виноград","2021-09-01",49.96,"govstat",NA,103.9,NA
"кавуни","2021-09-01",4.83,"govstat",NA,100,NA
"ківі","2021-09-01",91.67,"govstat",NA,131,NA
"сухофрукти","2021-09-01",129.53,"govstat",NA,95.2,NA
"салати","2021-09-01",166.24,"govstat",NA,96.6,NA
"капуста білокачанна","2021-09-01",6.62,"govstat",NA,88,NA
"огірки","2021-09-01",22.23,"govstat",NA,69,NA
"помідори","2021-09-01",21.21,"govstat",NA,72,NA
"кабачки","2021-09-01",13.12,"govstat",NA,75,NA
"баклажани","2021-09-01",17.07,"govstat",NA,72,NA
"перець солодкий","2021-09-01",18.31,"govstat",NA,72,NA
"цибуля ріпчаста","2021-09-01",9.43,"govstat",NA,98.3,NA
"буряк","2021-09-01",8.03,"govstat",NA,89,NA
"морква","2021-09-01",8.91,"govstat",NA,99.11,NA
"гриби","2021-09-01",54.9,"govstat",NA,101.9,NA
"бобові","2021-09-01",18.15,"govstat",NA,99.23,NA
"овочі консервовані","2021-09-01",32.37,"govstat",NA,99.57,NA
"гриби консервовані","2021-09-01",62.87,"govstat",NA,99.952,NA
"паста томатна","2021-09-01",30.39,"govstat",NA,100.033,NA
"картопля","2021-09-01",8.32,"govstat",NA,95.7,NA
"цукор","2021-09-01",28.69,"govstat",NA,103.2,NA
"мед","2021-09-01",143.55,"govstat",NA,98.3,NA
"шоколад","2021-09-01",27.95,"govstat",NA,100.94,NA
"цукерки шоколадні","2021-09-01",165.96,"govstat",NA,98.8,NA
"карамель","2021-09-01",72.4,"govstat",NA,98.5,NA
"зефір","2021-09-01",93.09,"govstat",NA,98.5,NA
"морозиво","2021-09-01",19.69,"govstat",NA,96.3,NA
"кетчуп томатний","2021-09-01",23.11,"govstat",NA,99.914,NA
"майонез","2021-09-01",38.56,"govstat",NA,98.9,NA
"сіль","2021-09-01",7.93,"govstat",NA,98.4,NA
"часник","2021-09-01",83.74,"govstat",NA,99.07,NA
"спеції","2021-09-01",7.84,"govstat",NA,99.75,NA
"супи","2021-09-01",20.75,"govstat",NA,100.73,NA
"молочні суміші для дитячого харчування","2021-09-01",80.98,"govstat",NA,99.16,NA
"кава мелена","2021-09-01",83.5,"govstat",NA,99.12,NA
"кава розчинна","2021-09-01",92.33,"govstat",NA,99,NA
"чай","2021-09-01",45.75,"govstat",NA,98.1,NA
"вода столово-мінеральна","2021-09-01",8.44,"govstat",NA,99.18,NA
"вода питна","2021-09-01",4.72,"govstat",NA,99.16,NA
"напої безалкогольні","2021-09-01",13.67,"govstat",NA,100,NA
"соки фруктово-ягідні","2021-09-01",28.28,"govstat",NA,97.7,NA
"горілка","2021-09-01",93.84,"govstat",NA,99.71,NA
"горілка преміум класу","2021-09-01",142.9,"govstat",NA,100.18,NA
"коньяк","2021-09-01",159.6,"govstat",NA,99.16,NA
"вина столові вітчизняні","2021-09-01",69.98,"govstat",NA,100.53,NA
"вина столові імпортні","2021-09-01",142.27,"govstat",NA,98.4,NA
"вина ігристі","2021-09-01",119.43,"govstat",NA,99.8,NA
"пиво вітчизняних марок","2021-09-01",19.05,"govstat",NA,100.58,NA
"пиво, виготовлене за ліцензією","2021-09-01",23.1,"govstat",NA,99.23,NA
"сигарети з фільтром вітчизняних марок","2021-09-01",49.49,"govstat",NA,98.9,NA
"сигарети з фільтром медіум класу","2021-09-01",57.25,"govstat",NA,99.07,NA
"сигарети з фільтром преміум класу","2021-09-01",64.4,"govstat",NA,98.8,NA
"сигарети без фільтру","2021-09-01",44.14,"govstat",NA,98.6,NA
"рис","2021-08-01",27.4,"govstat",NA,99.1,NA
"хліб пшеничний з борошна вищого ґатунку","2021-08-01",30.3,"govstat",NA,98.2,NA
"хліб пшеничний з борошна першого ґатунку","2021-08-01",23.91,"govstat",NA,97.7,NA
"хліб житній, житньо-пшеничний","2021-08-01",24.95,"govstat",NA,98.5,NA
"хліб заварний","2021-08-01",20.45,"govstat",NA,98.7,NA
"батон","2021-08-01",16.43,"govstat",NA,98.5,NA
"багет","2021-08-01",11.48,"govstat",NA,99.05,NA
"макаронні вироби з твердих сортів пшениці","2021-08-01",29.16,"govstat",NA,99.62,NA
"макаронні вироби з м’яких сортів пшениці","2021-08-01",23.19,"govstat",NA,100.17,NA
"пельмені ","2021-08-01",104.67,"govstat",NA,99.43,NA
"здобні вироби","2021-08-01",10.22,"govstat",NA,98.4,NA
"вафлі","2021-08-01",85.15,"govstat",NA,98.5,NA
"печиво здобне","2021-08-01",86.26,"govstat",NA,99.14,NA
"печиво сухе","2021-08-01",66.23,"govstat",NA,99.07,NA
"торти","2021-08-01",175.45,"govstat",NA,99.82,NA
"борошно пшеничне","2021-08-01",14.3,"govstat",NA,99.44,NA
"крупи манні","2021-08-01",16.91,"govstat",NA,99.12,NA
"крупи гречані","2021-08-01",42.2,"govstat",NA,99.2,NA
"пластівці вівсяні","2021-08-01",30.04,"govstat",NA,100.067,NA
"крупи ячні","2021-08-01",15.01,"govstat",NA,100.33,NA
"пшоно","2021-08-01",17.11,"govstat",NA,99.19,NA
"яловичина","2021-08-01",165,"govstat",NA,95.9,NA
"вирізка яловича","2021-08-01",226.56,"govstat",NA,96.6,NA
"натуральні напівфабрикати з яловичини","2021-08-01",177.09,"govstat",NA,95.8,NA
"свинина","2021-08-01",122.11,"govstat",NA,98.1,NA
"вирізка свиняча","2021-08-01",149.04,"govstat",NA,98.3,NA
"натуральні напівфабрикати зі свинини","2021-08-01",136.51,"govstat",NA,98.8,NA
"птиця (тушки курячі)","2021-08-01",69.94,"govstat",NA,98,NA
"окремі порційні частини курячі","2021-08-01",71.67,"govstat",NA,97.9,NA
"філе куряче","2021-08-01",111.39,"govstat",NA,96.8,NA
"ковбаси варені вищого ґатунку","2021-08-01",167.82,"govstat",NA,99.2,NA
"ковбаси варені першого ґатунку","2021-08-01",113.06,"govstat",NA,100.089,NA
"сосиски, сардельки вищого ґатунку","2021-08-01",159.73,"govstat",NA,99.77,NA
"сосиски, сардельки першого ґатунку","2021-08-01",116,"govstat",NA,99,NA
"ковбаси варено-копчені","2021-08-01",198.99,"govstat",NA,98.5,NA
"ковбаси сирокопчені","2021-08-01",338.86,"govstat",NA,99.31,NA
"вироби з м’яса варено-копчені","2021-08-01",218.6,"govstat",NA,99.47,NA
"вироби з м’яса делікатесні","2021-08-01",264.35,"govstat",NA,99.66,NA
"субпродукти яловичі","2021-08-01",65.75,"govstat",NA,99.2,NA
"субпродукти свинячі","2021-08-01",39.44,"govstat",NA,99,NA
"субпродукти курячі","2021-08-01",73.17,"govstat",NA,99.61,NA
"фарш м’ясний","2021-08-01",104.26,"govstat",NA,97.2,NA
"фарш курячий","2021-08-01",104.69,"govstat",NA,98.3,NA
"вироби з м’яса кулінарні","2021-08-01",71.62,"govstat",NA,98.5,NA
"риба жива, охолоджена","2021-08-01",59.17,"govstat",NA,99.75,NA
"риба морожена","2021-08-01",84.87,"govstat",NA,98.9,NA
"філе мороженої риби","2021-08-01",106.96,"govstat",NA,99.7,NA
"морепродукти","2021-08-01",186.2,"govstat",NA,99.25,NA
"кілька солона","2021-08-01",52.69,"govstat",NA,97.5,NA
"скумбрія копчена","2021-08-01",166.77,"govstat",NA,99.71,NA
"оселедці","2021-08-01",70.37,"govstat",NA,97.3,NA
"консерви рибні в олії","2021-08-01",49.15,"govstat",NA,101,NA
"крабові палички","2021-08-01",42.05,"govstat",NA,99.64,NA
"молоко пастеризоване жирністю до 2,6% включно","2021-08-01",26.62,"govstat",NA,97.9,NA
"молоко з підвищеним вмістом жиру","2021-08-01",26.53,"govstat",NA,98.4,NA
"кефір","2021-08-01",29.27,"govstat",NA,98.6,NA
"йогурт","2021-08-01",20.58,"govstat",NA,98.1,NA
"сири тверді типу едам","2021-08-01",229.98,"govstat",NA,99.21,NA
"сири тверді типу емменталь","2021-08-01",267.19,"govstat",NA,98,NA
"сири розсольні","2021-08-01",191.96,"govstat",NA,98.3,NA
"сири плавлені","2021-08-01",16.29,"govstat",NA,97,NA
"сири м’які нежирні","2021-08-01",122.07,"govstat",NA,98.3,NA
"сири м’які жирні","2021-08-01",117.22,"govstat",NA,98.4,NA
"сирки та сиркова маса","2021-08-01",14.82,"govstat",NA,98.6,NA
"сметана жирністю до 15% включно","2021-08-01",70.37,"govstat",NA,98.2,NA
"сметана з підвищеним вмістом жиру","2021-08-01",88.07,"govstat",NA,98.6,NA
"яйця (десяток)","2021-08-01",26.29,"govstat",NA,88,NA
"масло вершкове","2021-08-01",47.41,"govstat",NA,98.2,NA
"спреди","2021-08-01",19.18,"govstat",NA,98.5,NA
"маргарин","2021-08-01",16.45,"govstat",NA,101.4,NA
"олія оливкова","2021-08-01",302.08,"govstat",NA,101.3,NA
"олія соняшникова","2021-08-01",64.33,"govstat",NA,100.97,NA
"сало","2021-08-01",82.81,"govstat",NA,95.6,NA
"лимони","2021-08-01",44.37,"govstat",NA,92.6,NA
"апельсини","2021-08-01",36.05,"govstat",NA,85,NA
"банани","2021-08-01",23.02,"govstat",NA,96.1,NA
"яблука","2021-08-01",20.13,"govstat",NA,114,NA
"кісточкові","2021-08-01",54.99,"govstat",NA,106.8,NA
"виноград","2021-08-01",63.68,"govstat",NA,127,NA
"кавуни","2021-08-01",6.68,"govstat",NA,138,NA
"ківі","2021-08-01",94.84,"govstat",NA,103.5,NA
"сухофрукти","2021-08-01",128.47,"govstat",NA,99.18,NA
"салати","2021-08-01",152.01,"govstat",NA,91.4,NA
"капуста білокачанна","2021-08-01",6.6,"govstat",NA,99.7,NA
"огірки","2021-08-01",14.76,"govstat",NA,66,NA
"помідори","2021-08-01",18.01,"govstat",NA,85,NA
"кабачки","2021-08-01",9.79,"govstat",NA,75,NA
"баклажани","2021-08-01",14.38,"govstat",NA,84,NA
"перець солодкий","2021-08-01",20.36,"govstat",NA,111,NA
"цибуля ріпчаста","2021-08-01",10.64,"govstat",NA,113,NA
"буряк","2021-08-01",9.29,"govstat",NA,116,NA
"морква","2021-08-01",10.29,"govstat",NA,115,NA
"гриби","2021-08-01",46.28,"govstat",NA,84,NA
"бобові","2021-08-01",18.48,"govstat",NA,101.8,NA
"овочі консервовані","2021-08-01",32.4,"govstat",NA,100.093,NA
"гриби консервовані","2021-08-01",62.48,"govstat",NA,99.38,NA
"паста томатна","2021-08-01",30.31,"govstat",NA,99.74,NA
"картопля","2021-08-01",8.66,"govstat",NA,104.1,NA
"цукор","2021-08-01",28.7,"govstat",NA,100.035,NA
"мед","2021-08-01",142.28,"govstat",NA,99.12,NA
"шоколад","2021-08-01",27.62,"govstat",NA,98.8,NA
"цукерки шоколадні","2021-08-01",164.63,"govstat",NA,99.2,NA
"карамель","2021-08-01",71.66,"govstat",NA,99,NA
"зефір","2021-08-01",91.88,"govstat",NA,98.7,NA
"морозиво","2021-08-01",19.84,"govstat",NA,100.76,NA
"кетчуп томатний","2021-08-01",22.68,"govstat",NA,98.1,NA
"майонез","2021-08-01",37.62,"govstat",NA,97.6,NA
"сіль","2021-08-01",7.78,"govstat",NA,98.1,NA
"часник","2021-08-01",79.75,"govstat",NA,95.2,NA
"спеції","2021-08-01",7.77,"govstat",NA,99.11,NA
"супи","2021-08-01",20.87,"govstat",NA,100.58,NA
"молочні суміші для дитячого харчування","2021-08-01",80.41,"govstat",NA,99.3,NA
"кава мелена","2021-08-01",83.91,"govstat",NA,100.49,NA
"кава розчинна","2021-08-01",92.53,"govstat",NA,100.22,NA
"чай","2021-08-01",45.49,"govstat",NA,99.43,NA
"вода столово-мінеральна","2021-08-01",8.36,"govstat",NA,99.05,NA
"вода питна","2021-08-01",4.69,"govstat",NA,99.36,NA
"напої безалкогольні","2021-08-01",13.65,"govstat",NA,99.85,NA
"соки фруктово-ягідні","2021-08-01",28.33,"govstat",NA,100.18,NA
"горілка","2021-08-01",93.7,"govstat",NA,99.85,NA
"горілка преміум класу","2021-08-01",141.37,"govstat",NA,98.9,NA
"коньяк","2021-08-01",159.81,"govstat",NA,100.13,NA
"вина столові вітчизняні","2021-08-01",70.19,"govstat",NA,100.3,NA
"вина столові імпортні","2021-08-01",140.85,"govstat",NA,99,NA
"вина ігристі","2021-08-01",119.81,"govstat",NA,100.32,NA
"пиво вітчизняних марок","2021-08-01",18.84,"govstat",NA,98.9,NA
"пиво, виготовлене за ліцензією","2021-08-01",23.08,"govstat",NA,99.913,NA
"сигарети з фільтром вітчизняних марок","2021-08-01",48.85,"govstat",NA,98.7,NA
"сигарети з фільтром медіум класу","2021-08-01",56.54,"govstat",NA,98.8,NA
"сигарети з фільтром преміум класу","2021-08-01",63.63,"govstat",NA,98.8,NA
"сигарети без фільтру","2021-08-01",43.87,"govstat",NA,99.39,NA
"рис","2021-07-01",27.27,"govstat",NA,99.53,NA
"хліб пшеничний з борошна вищого ґатунку","2021-07-01",29.9,"govstat",NA,98.7,NA
"хліб пшеничний з борошна першого ґатунку","2021-07-01",23.86,"govstat",NA,99.79,NA
"хліб житній, житньо-пшеничний","2021-07-01",24.9,"govstat",NA,99.8,NA
"хліб заварний","2021-07-01",20.33,"govstat",NA,99.41,NA
"батон","2021-07-01",16.41,"govstat",NA,99.88,NA
"багет","2021-07-01",11.46,"govstat",NA,99.83,NA
"макаронні вироби з твердих сортів пшениці","2021-07-01",29.32,"govstat",NA,100.55,NA
"макаронні вироби з м’яких сортів пшениці","2021-07-01",23.19,"govstat",NA,100,NA
"пельмені ","2021-07-01",104.37,"govstat",NA,99.71,NA
"здобні вироби","2021-07-01",10.13,"govstat",NA,99.12,NA
"вафлі","2021-07-01",84.25,"govstat",NA,98.9,NA
"печиво здобне","2021-07-01",84.7,"govstat",NA,98.2,NA
"печиво сухе","2021-07-01",65.09,"govstat",NA,98.3,NA
"торти","2021-07-01",174.24,"govstat",NA,99.31,NA
"борошно пшеничне","2021-07-01",14.25,"govstat",NA,99.65,NA
"крупи манні","2021-07-01",17.01,"govstat",NA,100.59,NA
"крупи гречані","2021-07-01",42.07,"govstat",NA,99.69,NA
"пластівці вівсяні","2021-07-01",30.28,"govstat",NA,100.8,NA
"крупи ячні","2021-07-01",15.27,"govstat",NA,101.7,NA
"пшоно","2021-07-01",17.55,"govstat",NA,102.6,NA
"яловичина","2021-07-01",162.45,"govstat",NA,98.5,NA
"вирізка яловича","2021-07-01",223.66,"govstat",NA,98.7,NA
"натуральні напівфабрикати з яловичини","2021-07-01",174.35,"govstat",NA,98.5,NA
"свинина","2021-07-01",120.67,"govstat",NA,98.8,NA
"вирізка свиняча","2021-07-01",147.56,"govstat",NA,99.01,NA
"натуральні напівфабрикати зі свинини","2021-07-01",135.12,"govstat",NA,99,NA
"птиця (тушки курячі)","2021-07-01",69.34,"govstat",NA,99.14,NA
"окремі порційні частини курячі","2021-07-01",71.4,"govstat",NA,99.62,NA
"філе куряче","2021-07-01",109.7,"govstat",NA,98.5,NA
"ковбаси варені вищого ґатунку","2021-07-01",167.43,"govstat",NA,99.77,NA
"ковбаси варені першого ґатунку","2021-07-01",113.56,"govstat",NA,100.44,NA
"сосиски, сардельки вищого ґатунку","2021-07-01",158.45,"govstat",NA,99.2,NA
"сосиски, сардельки першого ґатунку","2021-07-01",116.01,"govstat",NA,100.0086,NA
"ковбаси варено-копчені","2021-07-01",195.78,"govstat",NA,98.4,NA
"ковбаси сирокопчені","2021-07-01",337.05,"govstat",NA,99.47,NA
"вироби з м’яса варено-копчені","2021-07-01",214.8,"govstat",NA,98.3,NA
"вироби з м’яса делікатесні","2021-07-01",265.22,"govstat",NA,100.33,NA
"субпродукти яловичі","2021-07-01",65.69,"govstat",NA,99.909,NA
"субпродукти свинячі","2021-07-01",39.19,"govstat",NA,99.37,NA
"субпродукти курячі","2021-07-01",73.04,"govstat",NA,99.82,NA
"фарш м’ясний","2021-07-01",103.2,"govstat",NA,99,NA
"фарш курячий","2021-07-01",102.93,"govstat",NA,98.3,NA
"вироби з м’яса кулінарні","2021-07-01",71.08,"govstat",NA,99.25,NA
"риба жива, охолоджена","2021-07-01",59.2,"govstat",NA,100.051,NA
"риба морожена","2021-07-01",84.06,"govstat",NA,99.05,NA
"філе мороженої риби","2021-07-01",105.81,"govstat",NA,98.9,NA
"морепродукти","2021-07-01",184.41,"govstat",NA,99.04,NA
"кілька солона","2021-07-01",52.85,"govstat",NA,100.3,NA
"скумбрія копчена","2021-07-01",165.08,"govstat",NA,99,NA
"оселедці","2021-07-01",70.85,"govstat",NA,100.68,NA
"консерви рибні в олії","2021-07-01",49.34,"govstat",NA,100.39,NA
"крабові палички","2021-07-01",41.89,"govstat",NA,99.62,NA
"молоко пастеризоване жирністю до 2,6% включно","2021-07-01",26.5,"govstat",NA,99.55,NA
"молоко з підвищеним вмістом жиру","2021-07-01",26.45,"govstat",NA,99.7,NA
"кефір","2021-07-01",29.12,"govstat",NA,99.49,NA
"йогурт","2021-07-01",20.67,"govstat",NA,100.44,NA
"сири тверді типу едам","2021-07-01",230.97,"govstat",NA,100.43,NA
"сири тверді типу емменталь","2021-07-01",268.28,"govstat",NA,100.41,NA
"сири розсольні","2021-07-01",192.02,"govstat",NA,100.031,NA
"сири плавлені","2021-07-01",16.34,"govstat",NA,100.31,NA
"сири м’які нежирні","2021-07-01",121.3,"govstat",NA,99.37,NA
"сири м’які жирні","2021-07-01",117.04,"govstat",NA,99.85,NA
"сирки та сиркова маса","2021-07-01",14.79,"govstat",NA,99.8,NA
"сметана жирністю до 15% включно","2021-07-01",69.28,"govstat",NA,98.5,NA
"сметана з підвищеним вмістом жиру","2021-07-01",87.57,"govstat",NA,99.43,NA
"яйця (десяток)","2021-07-01",22.13,"govstat",NA,84,NA
"масло вершкове","2021-07-01",47.1,"govstat",NA,99.35,NA
"спреди","2021-07-01",18.79,"govstat",NA,98,NA
"маргарин","2021-07-01",16.25,"govstat",NA,98.8,NA
"олія оливкова","2021-07-01",297.15,"govstat",NA,98.4,NA
"олія соняшникова","2021-07-01",64.73,"govstat",NA,100.62,NA
"сало","2021-07-01",82.64,"govstat",NA,99.79,NA
"лимони","2021-07-01",43.88,"govstat",NA,98.9,NA
"апельсини","2021-07-01",30.72,"govstat",NA,85,NA
"банани","2021-07-01",27.27,"govstat",NA,118,NA
"яблука","2021-07-01",21.42,"govstat",NA,106.4,NA
"кісточкові","2021-07-01",59.08,"govstat",NA,107.4,NA
"виноград","2021-07-01",95.47,"govstat",NA,150,NA
"ківі","2021-07-01",91.96,"govstat",NA,97,NA
"сухофрукти","2021-07-01",125.56,"govstat",NA,97.7,NA
"салати","2021-07-01",151.48,"govstat",NA,99.65,NA
"капуста білокачанна","2021-07-01",7.26,"govstat",NA,110,NA
"огірки","2021-07-01",12.87,"govstat",NA,87,NA
"помідори","2021-07-01",28.1,"govstat",NA,156,NA
"кабачки","2021-07-01",10.58,"govstat",NA,108.1,NA
"баклажани","2021-07-01",25.49,"govstat",NA,177,NA
"перець солодкий","2021-07-01",42.47,"govstat",NA,210,NA
"цибуля ріпчаста","2021-07-01",11.49,"govstat",NA,108,NA
"буряк","2021-07-01",15.12,"govstat",NA,163,NA
"морква","2021-07-01",17.73,"govstat",NA,172,NA
"гриби","2021-07-01",43.38,"govstat",NA,93.7,NA
"бобові","2021-07-01",18.86,"govstat",NA,102.1,NA
"овочі консервовані","2021-07-01",32.42,"govstat",NA,100.062,NA
"гриби консервовані","2021-07-01",62.42,"govstat",NA,99.904,NA
"паста томатна","2021-07-01",30.14,"govstat",NA,99.44,NA
"картопля","2021-07-01",11.79,"govstat",NA,136,NA
"цукор","2021-07-01",27.63,"govstat",NA,96.3,NA
"мед","2021-07-01",139.23,"govstat",NA,97.9,NA
"шоколад","2021-07-01",27.72,"govstat",NA,100.36,NA
"цукерки шоколадні","2021-07-01",164.39,"govstat",NA,99.85,NA
"карамель","2021-07-01",71,"govstat",NA,99.08,NA
"зефір","2021-07-01",90.87,"govstat",NA,98.9,NA
"морозиво","2021-07-01",19.78,"govstat",NA,99.7,NA
"кетчуп томатний","2021-07-01",22.41,"govstat",NA,98.8,NA
"майонез","2021-07-01",36.73,"govstat",NA,97.6,NA
"сіль","2021-07-01",7.77,"govstat",NA,99.87,NA
"часник","2021-07-01",77.99,"govstat",NA,97.8,NA
"спеції","2021-07-01",7.69,"govstat",NA,99,NA
"супи","2021-07-01",20.75,"govstat",NA,99.43,NA
"молочні суміші для дитячого харчування","2021-07-01",80.57,"govstat",NA,100.2,NA
"кава мелена","2021-07-01",83.92,"govstat",NA,100.012,NA
"кава розчинна","2021-07-01",92.14,"govstat",NA,99.58,NA
"чай","2021-07-01",45.51,"govstat",NA,100.044,NA
"вода столово-мінеральна","2021-07-01",8.19,"govstat",NA,98,NA
"вода питна","2021-07-01",4.64,"govstat",NA,98.9,NA
"напої безалкогольні","2021-07-01",13.54,"govstat",NA,99.19,NA
"соки фруктово-ягідні","2021-07-01",27.98,"govstat",NA,98.8,NA
"горілка","2021-07-01",93.61,"govstat",NA,99.904,NA
"горілка преміум класу","2021-07-01",144.23,"govstat",NA,102,NA
"коньяк","2021-07-01",160.23,"govstat",NA,100.26,NA
"вина столові вітчизняні","2021-07-01",69.52,"govstat",NA,99.05,NA
