"","name","month","value","measure","mode","inflation","category"
"1603","ковбаси варені вищого ґатунку",2021-12-01,196.25,"median",1,1.3,"ковбасні вироби"
"1604","сосиски, сардельки першого ґатунку",2021-12-01,142.09,"median",1,0.035,"ковбасні вироби"
"1605","ковбаси сирокопчені в/ґ",2021-12-01,474.675,"median",1,1.2,"ковбасні вироби"
"1606","ковбаси варено-копчені в/ґ",2021-12-01,285.75,"median",1,-2.5,"ковбасні вироби"
"1607","ковбаси варені першого ґатунку",2021-12-01,134.2,"median",1,3.2,"ковбасні вироби"
"1608","пиво",2021-12-01,58.74,"median",0.5,1.5,"алкоголь"
"1609","вироби з м’яса делікатесні",2021-12-01,338.2,"median",1,1.3,"ковбасні вироби"
"1610","оселедці",2021-12-01,172.733333333333,"median",0.18,0.84,"риба та морепродукти"
"1611","скумбрія копчена",2021-12-01,254.7,"median",1,7.5,"риба та морепродукти"
"1612","ікра червона",2021-12-01,2115.38461538462,"median",0.1,2.4,"риба та морепродукти"
"1613","морепродукти",2021-12-01,273,"median",0.2,5.5,"риба та морепродукти"
"1614","вино червоне сухе",2021-12-01,234.533333333333,"median",0.75,4.1,"алкоголь"
"1615","вино біле сухе",2021-12-01,230.533333333333,"median",0.75,3.2,"алкоголь"
"1616","сіль",2021-12-01,56.52,"median",0.5,2.1,"соуси та спеції"
"1617","мед",2021-12-01,199.666666666667,"median",0.25,8.8,"солодощі"
"1618","крупи гречані",2021-12-01,73.75,"median",1,1.7,"бакалея"
"1619","рис",2021-12-01,86.605,"median",1,4.8,"бакалея"
"1620","пшоно",2021-12-01,28.615,"median",1,22,"бакалея"
"1621","крупи манні",2021-12-01,22.625,"median",1,8.5,"бакалея"
"1622","пластівці вівсяні",2021-12-01,47.6,"median",0.5,0,"бакалея"
"1623","крупи ячні",2021-12-01,20.125,"median",0.8,4.9,"бакалея"
"1624","квасоля",2021-12-01,90.35,"median",0.2,0,"бакалея"
"1625","макарони",2021-12-01,65,"median",0.5,10,"бакалея"
"1626","борошно пшеничне",2021-12-01,20.825,"median",1,0.6,"бакалея"
"1627","цукор",2021-12-01,39.125,"median",0.005,0,"бакалея"
"1628","ром",2021-12-01,514,"median",0.7,-14,"алкоголь"
"1629","коньяк",2021-12-01,370,"median",0.5,-5.1,"алкоголь"
"1630","супи",2021-12-01,347.058823529412,"median",0.05,0,"бакалея"
"1631","віскі",2021-12-01,798,"median",0.7,-0.14,"алкоголь"
"1632","майонез",2021-12-01,89.2666666666667,"median",0.3,0.68,"соуси та спеції"
"1633","паста томатна",2021-12-01,72.6530612244898,"median",0.07,7,"соуси та спеції"
"1634","кетчуп томатний",2021-12-01,56.76,"median",0.25,0.91,"соуси та спеції"
"1635","олія соняшникова",2021-12-01,69.2941176470588,"median",0.85,1.1,"олія"
"1636","олія оливкова",2021-12-01,416.8,"median",0.5,0,"олія"
"1637","консерви рибні в олії",2021-12-01,287,"median",0.24,0,"риба та морепродукти"
"1638","горошок консервований",2021-12-01,71.9047619047619,"median",0.4,-0.33,"консервовані овочі і гриби"
"1639","кукурудза консервована",2021-12-01,90.8823529411765,"median",0.34,-13,"консервовані овочі і гриби"
"1640","гриби консервовані",2021-12-01,144.224137931035,"median",0.58,0,"консервовані овочі і гриби"
"1641","карамель",2021-12-01,104.761904761905,"median",1,-9.3,"солодощі"
"1642","зефір",2021-12-01,127.5,"median",1,-9.2,"солодощі"
"1643","цукерки шоколадні",2021-12-01,476,"median",0.2,1.2,"солодощі"
"1644","вафлі",2021-12-01,142.59,"median",1,-0.81,"солодощі"
"1645","печиво здобне",2021-12-01,116.666666666667,"median",0.3,-9,"солодощі"
"1646","печиво затяжне",2021-12-01,85.989898989899,"median",0.11,0,"солодощі"
"1647","сік апельсиновий",2021-12-01,81.2,"median",1,9.6,"безалкогольні напої"
"1648","сік яблучний",2021-12-01,35.3684210526316,"median",1,-0.37,"безалкогольні напої"
"1649","шампанське",2021-12-01,292,"median",0.75,0,"алкоголь"
"1650","кава мелена",2021-12-01,383,"median",0.25,3.6,"кава і чай"
"1651","кава розчинна",2021-12-01,1215.25,"median",0.1,6.8,"кава і чай"
"1652","чай у пакетиках",2021-12-01,698,"median",0.05,-2.7,"кава і чай"
"1653","солодка вода",2021-12-01,NA,"median",0.5,NA,"безалкогольні напої"
"1654","горілка",2021-12-01,212.92,"median",0.5,1.3,"алкоголь"
"1655","кабачки",2021-12-01,49.5,"median",1,-21,"овочі"
"1656","сигарети з фільтром медіум класу",2021-12-01,62.25,"median",1,1.6,"сигарети"
"1657","сигарети з фільтром преміум класу",2021-12-01,64.5,"median",1,1.6,"сигарети"
"1658","батон",2021-12-01,46.4444444444444,"Q1",0.4,0.036,"хліб"
"1659","хліб житньо-пшеничний",2021-12-01,48.7666666666667,"Q1",0.4,3.8,"хліб"
"1660","хліб цільнозерновий",2021-12-01,58.5,"Q1",0.3,4.2,"хліб"
"1661","хліб пшеничний",2021-12-01,37.1666666666667,"Q1",0.6,1.9,"хліб"
"1662","торти",2021-12-01,179.857142857143,"Q1",0.85,2,"солодощі"
"1663","банани",2021-12-01,28.7,"Q1",1,3.2,"фрукти"
"1664","лимони",2021-12-01,29.9,"Q1",1,20,"фрукти"
"1665","мандарини",2021-12-01,38.5,"Q1",1,0,"фрукти"
"1666","яблука",2021-12-01,13.9,"Q1",1,-13,"фрукти"
"1667","ківі",2021-12-01,39.9,"Q1",1,-5.9,"фрукти"
"1668","виноград",2021-12-01,49.5,"Q1",1,1.3,"фрукти"
"1669","ягоди",2021-12-01,127.25,"Q1",0.25,-13,"фрукти"
"1670","апельсини",2021-12-01,42.9,"Q1",1,0,"фрукти"
"1671","кавуни",2021-12-01,8.9,"Q1",1,0,"фрукти"
"1672","цибуля ріпчаста",2021-12-01,17.9,"Q1",1,5.9,"овочі"
"1673","морква",2021-12-01,16,"Q1",1,0.16,"овочі"
"1674","картопля",2021-12-01,12.965,"Q1",1,0.5,"овочі"
"1675","буряк",2021-12-01,11.8,"Q1",1,33,"овочі"
"1676","капуста білокачанна",2021-12-01,10.8,"Q1",1,34,"овочі"
"1677","часник",2021-12-01,64.9,"Q1",1,0,"овочі"
"1678","помідори",2021-12-01,137.6,"Q1",0.25,15,"овочі"
